Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method Of Operation Code,Method Of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location
NS,Norfolk Southern Railway Company,2021,143820,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS14382020211221,21,12,,,,,,NS,Norfolk Southern Railway Company,143820,21,12,,21,12/21/2021 12:00:00 AM,10:26 PM,01,Derailment,0,0,0,0,SOUTHERN EAST,,,HUNTINGBURG,199.70,18,IN,INDIANA,037,DUBOIS,4,34.0,4,Dark,1,Clear,2,Yard,STEEL CROSSOVERS,1,0014,3,East,1,Freight Train,Yes,376D,008,Recorded,008,1525,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,NW,514759,019,Yes,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,2,0,48,0,0,1,0,1,0,0,9000,2866,11866,T311,Switch damaged or out of adjustment,,,T311,Switch damaged or out of adjustment,1,1,1,0,7,40,7,40,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,38.297490000000003,-86.938472000000004,376D921 WAS PULLING THROUGH THE STEEL TRAIN CROSSOVERS AT 200W WHEN THE 19TH AND 24TH CARS DERAILED.,Yard,1,1,1,1,NS143820202112,NS143820202112,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.938472 38.29749)
NS,Norfolk Southern Railway Company,2024,156180,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS15618020240328,24,03,,,,,,NS,Norfolk Southern Railway Company,156180,24,03,,28,03/28/2024 12:00:00 AM,5:20 AM,01,Derailment,0,0,0,0,FRANKFORT,,,TIPTON,SP207.,18,IN,INDIANA,159,TIPTON,4,28.0,1,Dawn,1,Clear,4,Industry,CARGILL INDUSTRY,1,,4,West,1,Freight Train,Yes,42XL,003,Recorded,003,4290,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,NS,296020,012,Yes,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,0,0,55508,0,55508,T113,Wide gage (due to worn rails),,,T113,Wide gage (due to worn rails),1,0,1,0,11,12,11,13,0,0,0,0,0,0,0,0,0,0,0,0,1940,1,40.288162999999997,-86.004789000000002,NS TRAIN 42XL028 WHILE PULLING LOADED GRAIN CARS FROM CARGIL IN TIPTON EXPERIENCED WIDE GAGE WHICH DERAILED 5 RAIL CARS INSIDE CUSTOMER FACILITY.,Industry,1,1,1,1,NS156180202403,NS156180202403,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.004789 40.288163)
NS,Norfolk Southern Railway Company,2020,138695,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS13869520200730,20,07,,,,,,NS,Norfolk Southern Railway Company,138695,20,07,,30,07/30/2020 12:00:00 AM,9:45 PM,01,Derailment,0,0,0,0,LAKE,,,PER,D193.3,18,IN,INDIANA,169,WABASH,4,69.0,4,Dark,1,Clear,1,Main,SINGLE MAIN TRACK,4,0032,3,East,1,Freight Train,Yes,68EL,007,Recorded,007,10421,1,Signaled,,Signal Indication,D,Automatic Block Signals System,,,,,0,Not a remotely controlled operation,RBEX,002561,003,Yes,,,000,,0,0,No,2,0,0,0,0,0,0,0,0,0,80,0,0,0,0,5,0,0,0,0,68083,25533,93616,H303,"Derail, failure to apply or remove",,,H303,"Derail, failure to apply or remove",1,0,1,0,2,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.789603,-85.902089000000004,TRAIN DERAILED SIX CARS PULLING FROM INDUSTRY ONTO MAINLINE.,Main,4,1,1,1,NS138695202007,NS138695202007,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.902089 40.789603)
NICD,Northern Indiana Commuter Transportation District,2018,N1800003,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NICDN180000320180114,18,01,,,,,,NICD,Northern Indiana Commuter Transportation District,N1800003,18,01,,14,01/14/2018 12:00:00 AM,10:38 PM,11,Fire/violent rupture,0,0,0,0,SYSTEM,,,CHESTERTON,43.7,18,IN,INDIANA,127,PORTER,4,18.0,4,Dark,6,Snow,1,Main,MAIN,3,6,3,East,D,EMU,Yes,511,040,Estimated,040,0,1,Signaled,,Signal Indication,,,,,,,0,Not a remotely controlled operation,NICD,000013,002,No,NICD,000013,002,No,,,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,500000,65000,565000,E78L,Pantograph defect (LOCOMOTIVE),,,E78L,Pantograph defect (LOCOMOTIVE),1,,1,,5,23,5,23,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.644551999999997,-87.062236999999996,TRAIN 511 WAS STOPPED DUE TO A MECHANICAL PROBELM WITH THE PANTOGRAPH.,Main,3,No,No,1,NICDN1800003201801,NICDN1800003201801,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,,,,,,,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,POINT (-87.062237 41.644552)
NS,Norfolk Southern Railway Company,2017,125763,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS12576320170710,17,07,,,,,,NS,Norfolk Southern Railway Company,125763,17,07,,10,07/10/2017 12:00:00 AM,3:25 PM,01,Derailment,0,0,0,0,DEARBORN,,,ELKHART,CD422.,18,IN,INDIANA,039,ELKHART,4,76.0,2,Day,1,Clear,2,Yard,LOCAL YARD LEAD,1,0000,4,West,7,Yard/switching,Yes,BE23,004,Estimated,004,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,AEX,008593,005,No,,,000,,0,0,No,1,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,6,0,0,14700,9527,24227,H306,"Shoving movement, absence of man on or at leading end of movement",H702,Switch improperly lined,H306,"Shoving movement, absence of man on or at leading end of movement",1,0,0,0,,55,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.67736,-85.978494999999995,"RCO JOB BE23 PULLING 20 CARS IN A WESTWARD DIRECTION FROM TRACK CT44 ON TO THE LOCAL YARD LEAD FOR HEADROOM TO SHOVE EAST INTO TRACK LY04 FOR AN OUTBOUND TRAIN, FAILED TO ENSURE ENTIRE ROUTE WAS PROPERLY LINED AND RAN THROUGH LOCAL YARD LEAD/1 LEADSWITCH, MAKING A REVERSE MOVE DERAILING SIX (6) CARS.",Yard,1,1,1,1,NS125763201707,NS125763201707,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978495 41.67736)
NS,Norfolk Southern Railway Company,2018,131547,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS13154720181104,18,11,,,,,,NS,Norfolk Southern Railway Company,131547,18,11,,04,11/04/2018 12:00:00 AM,5:49 PM,01,Derailment,0,0,0,0,ILLINOIS,,,DAYTON,SP253.,18,IN,INDIANA,157,TIPPECANOE,4,41.0,3,Dusk,3,Rain,4,Industry,TATE AND LYLE LEAD,1,0000,4,West,7,Yard/switching,Yes,DL61,001,Recorded,001,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,WEPX,002911,004,No,,,000,,0,0,No,2,0,0,0,0,0,0,0,0,0,50,0,8,0,0,0,0,4,0,0,108807,3193,112000,H524,Excessive horsepower (H016),,,H524,Excessive horsepower (H016),1,0,1,0,9,49,9,49,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,40.374507000000001,-86.835774000000001,"DL61 SHOVING WEST WITH 2 LOCOMOTIVES, 50 LOADS, 8 EMPTIES AND 6760 TONS DERAILED THE 4TH THROUGH 8THHEAD CARS.",Industry,1,1,1,1,NS131547201811,NS131547201811,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.835774 40.374507)
NS,Norfolk Southern Railway Company,2014,112175,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS11217520140915,14,09,,,,,,NS,Norfolk Southern Railway Company,112175,14,09,,15,09/15/2014 12:00:00 AM,6:00 AM,01,Derailment,0,0,0,0,LAKE,,,NEW HAVEN,B360.0,18,IN,INDIANA,003,ALLEN,4,62.0,1,Dawn,2,Cloudy,1,Main,SINGLE MAIN TRACK,4,0125,4,West,1,Freight Train,Yes,17KL,049,Recorded,049,5193,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,STSX,051274,015,No,,,000,,0,0,No,2,0,0,0,0,0,0,0,0,0,25,0,62,0,0,7,0,15,0,0,1007463,260254,1267717,T221,Broken Rail - Vertical split head   [Desc.Changed-Refer to Current/Prev.Guides],,,T221,Broken Rail - Vertical split head   [Desc.Changed-Refer to Current/Prev.Guides],1,1,1,0,10,15,10,15,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.072941999999998,-84.924111999999994,"TRAIN 17KL314 WITH TWO LOCOMOTIVES, 25 LOADS, 62 EMPTIES, AND 5193 TONES TRAVELING WEST ON TANGENT TRACK AT MP B360.0 DERAILED THE 13TH THROUGH 44TH HEAD CARS ACCOUNT OF BROKEN RAIL CAUSED BY 12-FT VERTICAL SPLIT HEAD DEFECT. (PER R&T).",Main,4,1,1,1,NS112175201409,NS112175201409,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-84.924112 41.072942)
NS,Norfolk Southern Railway Company,2022,146174,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS14617420220814,22,08,,,,,,NS,Norfolk Southern Railway Company,146174,22,08,,14,08/14/2022 12:00:00 AM,8:40 AM,01,Derailment,13,0,0,0,CHICAGO LINE-ELKHART,,,LYDICK,CD443.,18,IN,INDIANA,141,ST JOSEPH,4,72.0,2,Day,1,Clear,1,Main,DOUBLE-MAIN 2,4,0066,3,East,1,Freight Train,Yes,10RB,025,Estimated,025,5233,1,Signaled,,Signal Indication,J,Positive Train Control,,,,,0,Not a remotely controlled operation,LVRR,004204,044,No,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,55,0,12,0,0,1,0,1,0,0,12431,744,13175,M202,Load fell from car,,,M202,Load fell from car,1,0,1,0,5,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.691316999999998,-86.372173000000004,"NS TRAIN 10R.4 TRAVELING, DERAILED LVRR 4204 (TRAVELING AS AN EMPTY CAR) AND GATX3325 ON THE MAINLINE.",Main,4,1,1,1,NS146174202208,NS146174202208,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.372173 41.691317)
NS,Norfolk Southern Railway Company,2020,137483,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS13748320200314,20,03,,,,,,NS,Norfolk Southern Railway Company,137483,20,03,,14,03/14/2020 12:00:00 AM,9:30 AM,12,Other impacts,0,0,0,0,CHICAGO LINE,,,ELKHART,CD422.,18,IN,INDIANA,039,ELKHART,4,39.0,2,Day,2,Cloudy,2,Yard,CT06,2,0000,4,West,5,Single Car,Yes,NOTR,000,Estimated,003,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,ITFX,004865,001,Yes,,,000,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1325,0,36717,H302,Cars left foul,H018,Failure to properly secure hand brake on car(s) (railroad  employee),H302,Cars left foul,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.67736,-85.978494999999995,BE12 STARTED/TRIMMED 8 LOADS AT 6 MPH INTO CT06 UNDER NORMAL HUMPING/TRIMMING OPERATIONS CAUSING THEWEST CARS TO BUMP OUT OF CT06. THE BE14 PULLED OUT OF CT05 AND THEIR LOCOMOTIVES IMPACTED THE WESTCAR FROM CT06 THAT HAD BEEN PUSHED OUT DERAILING TTHE CAR AND BOTH OF THE BE14 LOCOMOTIVES.,Yard,2,1,1,1,NS137483202003,NS137483202003,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978495 41.67736)
NS,Norfolk Southern Railway Company,2020,138410,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS13841020200703,20,07,,,,,,NS,Norfolk Southern Railway Company,138410,20,07,,03,07/03/2020 12:00:00 AM,1:50 PM,05,Raking collision,1,1,0,0,CHICAGO LINE,,,ELKHART,CD422.,18,IN,INDIANA,039,ELKHART,4,90.0,2,Day,1,Clear,2,Yard,2 LEAD,2,0000,4,West,7,Yard/switching,Yes,BE14,003,Estimated,004,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,ATSF,622538,008,Yes,,,000,,,,No,1,0,0,0,0,0,0,0,0,0,10,0,10,0,0,2,0,2,0,0,70184,70747,144267,H706,"Switch improperly lined, radio controlled",,,H706,"Switch improperly lined, radio controlled",1,0,0,0,7,10,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.67736,-85.978494999999995,BE14 WAS PULLING OUT OF GROUP 3 LEAD TO 2 LEAD AND BE16 WAS GIVEN A ROUTE FROM GROUP 2 TO 1 LEAD TOTHE EARLY BIRD. BE16 ROUTE WAS NOT LINED PROPERLY IN THE COMPUTER AND WHEN THE BE16 PULLED OUT THEYSTRUCK THE SIDE OF THE BE14 THAT WAS ON 2 LEAD.,Yard,2,1,1,3,NS138410202007,NS138410202007,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978495 41.67736)
NS,Norfolk Southern Railway Company,2023,153704,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS15370420230724,23,07,,,,,,NS,Norfolk Southern Railway Company,153704,23,07,,24,07/24/2023 12:00:00 AM,9:00 AM,13,Other (describe in narrative),0,0,0,0,SOUTHERN EAST,,,PRINCETON,163.00,18,IN,INDIANA,051,GIBSON,4,76.0,2,Day,1,Clear,2,Yard,EAST YARD,1,,4,West,1,Freight Train,Yes,110D,005,Recorded,005,1523,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,TTGX,942170,016,No,,,000,,,,No,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,43970,4000,47970,H702,Switch improperly lined,H704,Switch previously run through,H702,Switch improperly lined,1,1,1,0,8,35,8,35,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,38.342157999999998,-87.556993000000006,110D923 DERAILED 4 CARS AFTER MAKING A REVERSE MOVE THROUGH A PREVIOUSLY RUN THROUGH SWITCH BY THE SAME CREW.,Yard,1,1,1,1,NS153704202307,NS153704202307,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-87.556993 38.342158)
NS,Norfolk Southern Railway Company,2021,140153,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS14015320210103,21,01,,,,,,NS,Norfolk Southern Railway Company,140153,21,01,,03,01/03/2021 12:00:00 AM,2:21 AM,12,Other impacts,0,0,0,0,CHICAGO LINE,,,ELKHART,CD422.,18,IN,INDIANA,039,ELKHART,4,25.0,4,Dark,6,Snow,2,Yard,CLASS TRACK 58,2,0000,4,West,5,Single Car,Yes,NOTR,000,Estimated,001,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,TBOX,670460,001,Yes,,,000,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,800,0,13514,M411,Passed couplers (automated classification yard),,,M411,Passed couplers (automated classification yard),0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.67736,-85.978494999999995,BE41 WAS HUMPING INTO CLASS TRACK 58 WHEN THE TBOX 670460 AND TBOX 665801 COUPLERS BYPASSED DERAILING BOTH CARS.,Yard,2,1,1,3,NS140153202101,NS140153202101,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978495 41.67736)
NS,Norfolk Southern Railway Company,2017,127161,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS12716120171025,17,10,,,,,,NS,Norfolk Southern Railway Company,127161,17,10,,25,10/25/2017 12:00:00 AM,5:30 AM,01,Derailment,0,0,0,0,LAKE,,,NEW HAVEN,B366.0,18,IN,INDIANA,003,ALLEN,4,40.0,1,Dawn,1,Clear,2,Yard,EW15 / EW 16 SWITCH,1,0000,3,East,7,Yard/switching,Yes,LF21,005,Recorded,005,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,3,Remote control portable transmitter - more than one remote control transmitter,NS,409185,001,No,,,000,,,,No,1,0,0,0,0,1,0,0,0,0,13,0,31,0,0,0,0,3,0,0,8572,6904,15476,H306,"Shoving movement, absence of man on or at leading end of movement",H702,Switch improperly lined,H306,"Shoving movement, absence of man on or at leading end of movement",2,0,0,0,10,15,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.074134999999998,-85.038843999999997,LOCAL ASSIGNMENT LF21 SHOVING WEST ON EW19 THROUGH 15/16 SWITCH WHEN THREE CARS AND A LOCOMOTIVE DERAILED.,Yard,1,1,1,1,NS127161201710,NS127161201710,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.038844 41.074135)
NS,Norfolk Southern Railway Company,2018,128274,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS12827420180124,18,01,,,,,,NS,Norfolk Southern Railway Company,128274,18,01,,24,01/24/2018 12:00:00 AM,2:05 PM,01,Derailment,0,0,0,0,ILLINOIS,,,LOGANSPORT,D218.5,18,IN,INDIANA,017,CASS,4,28.0,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,2,0000,4,West,1,Freight Train,Yes,17KD,017,Recorded,017,3973,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,AEX,018055,067,No,AEX,018055,067,No,,,No,2,0,0,0,0,0,0,0,0,0,16,0,51,0,0,0,0,1,0,0,12214,7447,35460,E24C,Center plate disengaged from truck (car off center),,,E24C,Center plate disengaged from truck (car off center),1,0,1,0,1,45,1,45,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.750692999999998,-86.358407,"17KD123 PULLING WEST ON MAIN TRACK AT LOGANSPORT WITH 16 LOADS, 51 EMPTIES, 3973 TONS AND 4596 FEET,DERAIL AEX 18055",Main,2,1,1,1,NS128274201801,NS128274201801,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.358407 40.750693)
NS,Norfolk Southern Railway Company,2016,120778,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS12077820160607,16,06,,,,,,NS,Norfolk Southern Railway Company,120778,16,06,,07,06/07/2016 12:00:00 AM,11:30 PM,01,Derailment,0,0,0,0,DEARBORN,,,SOUTH BEND,CD437.,18,IN,INDIANA,141,ST JOSEPH,4,54.0,4,Dark,1,Clear,1,Main,DOUBLE-CHICAGO MAIN,5,0000,3,East,1,Freight Train,Yes,34EB,012,Recorded,012,0,1,Signaled,,Signal Indication,D,Automatic Block Signals System,,,,,0,Not a remotely controlled operation,NS,007120,002,No,NS,007120,002,No,,,No,3,0,0,0,0,2,0,0,0,0,16,0,26,0,0,2,0,2,0,0,119845,191355,311200,E51L,Broken or bent axle between wheel seats (LOCOMOTIVE),,,E51L,Broken or bent axle between wheel seats (LOCOMOTIVE),1,0,1,0,5,30,5,30,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.669541000000002,-86.260561999999993,"TRAIN 34EB307 PULLING EAST THRU CP-437 WITH NS7142, NS7120, NS7112 (16 X 30) DERAILED THE 2ND AND 3RD LOCOMOTIVE AND THE FIRST 4-HEAD CARS",Main,5,1,1,1,NS120778201606,NS120778201606,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.260562 41.669541)
NS,Norfolk Southern Railway Company,2018,131169,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS13116920181003,18,10,,,,,,NS,Norfolk Southern Railway Company,131169,18,10,,03,10/03/2018 12:00:00 AM,6:00 PM,01,Derailment,0,0,0,0,ILLINOIS,,,DAYTON,SP252.,18,IN,INDIANA,157,TIPPECANOE,4,70.0,3,Dusk,1,Clear,2,Yard,SA05,1,0000,4,West,7,Yard/switching,Yes,DL24,006,Estimated,006,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,STLX,009173,027,Yes,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,23,0,5,0,0,1,0,0,0,0,141885,5123,147008,E30C,Knuckle broken or defective,,,E30C,Knuckle broken or defective,1,0,1,0,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,40.374414999999999,-86.831992,DL24 FLAT SWITCHING WITH 23 LOADS 5 EMPTIES 3136 TONS AND 1505 FEET DERAILED 2 CARS.,Yard,1,1,1,1,NS131169201810,NS131169201810,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.831992 40.374415)
